2020.259677	8.347437574	8.214621933	0.132815641
2021.28709	8.338277875	8.203630294	0.134647581
2022.314503	8.329118175	8.196302535	0.132815641
2023.444887	8.185310895	8.186226865	0.00091597
2024.164076	8.178899106	8.178899106	0
2025.088747	8.170655376	8.170655376	0
2026.11616	8.161495677	8.160579707	0.00091597
2027.040832	8.153251948	8.019520337	0.133731611
2028.171215	8.009444668	8.009444668	0
2029.301369	7.999368998	7.998453029	0.00091597
2030.739747	7.986545419	7.987461389	0.00091597
2031.76716	7.97738572	7.97646975	0.00091597
2033.102797	7.965478111	7.965478111	0
2034.027469	7.957234381	7.958150351	0.00091597
2035.363335	7.811595162	7.946242742	0.134647581
2036.082753	7.671451761	7.805183372	0.133731611
2037.315648	7.660460122	7.927923343	0.267463221
2038.34329	7.517568812	8.051579285	0.534010473
2039.268191	7.375593472	7.910519915	0.534926443
2040.296062	7.098970552	8.035091826	0.936121274
2041.323475	7.089810852	8.025932127	0.936121274
2042.248375	6.947835512	8.017688397	1.069852885
2043.070764	6.673044531	8.009444668	1.336400136
2043.995664	6.531069191	8.002116908	1.471047717
2045.126277	6.253530301	7.991125269	1.737594968
2045.948436	6.112470931	7.98471348	1.872242549
2046.667854	5.97232753	7.97830169	2.005974159
2047.798924	5.427325419	7.968226021	2.540900602
2048.518113	5.420913629	7.962730201	2.541816572
2049.546213	5.010559098	7.952654532	2.942095434
2050.060149	4.872247638	7.948074682	3.075827045
