
0.134,9150.08428522309
0.1345,8962.62540902788
0.135,8852.08320632524
0.1355,8298.30134924
0.136,8288.22202477118
0.1365,8844.68683787809
0.137,8661.34052152031
0.1375,7420.59068033356
0.138,4670.24197575245
0.1385,1532.00880836076
0.139,206.309082995253
0.1395,94.3638820549242
0.14,76.321343849618
0.1405,59.9762198839772
0.141,48.0464189697441
0.1415,41.3453053621861
0.142,36.7401782412992
0.1425,32.7865140962163
0.143,29.4980853135849
0.1435,27.0898034687493
0.144,25.0214442880936
0.1445,23.4307938298918
0.145,21.8776248607927
0.1455,20.5567614110549
0.146,19.4228990345726
0.1465,18.5077448782647
0.147,17.5144934492596
0.1475,16.5017956404892
0.148,15.997433815134
0.1485,15.5964209144752
0.149,14.7354354219626
0.1495,14.1215958104445
0.15,13.7858139073246
0.1505,13.4290709426942
0.151,12.9550867602774
0.1515,12.5308960561546
0.152,12.2510286042692
0.1525,11.8579127517948
0.153,11.5323076223082
0.1535,11.2967912638203
0.154,11.0219954214893
0.1545,10.8062364685356
0.155,10.5784984072638
0.1555,10.3535189910147
0.156,10.1364724483161
0.1565,9.88150343305163
0.157,9.64578830723398
0.1575,9.48904351563625
0.158,9.32781810664439
0.1585,9.17279037571554
0.159,9.0202047929932
0.1595,8.8550337698055
0.16,8.71212232841507
0.1605,8.61251478634788
0.161,8.48663332487793
0.1615,8.34867919734784
0.162,8.26216195645908
0.1625,8.15055913382628
0.163,8.02108228843966
0.1635,7.91845757321389
0.164,7.84057101267661
0.1645,7.76571062518342
0.165,7.68626445246187
0.1655,7.59315247396154
0.166,7.50629844303262
0.1665,7.43563959001731
0.167,7.36256809603583
0.1675,7.27844319339213
0.168,7.20662365706952
0.1685,7.14539911731164
0.169,7.09006422867157
0.1695,7.02356433687571
0.17,6.96409174882627
0.1705,6.91155630091365
0.171,6.84785505314742
0.1715,6.79314246999977
0.172,6.74182613139184
0.1725,6.70006552187378
0.173,6.65388127181934
0.1735,6.60417013401464
0.174,6.56034396035203
0.1745,6.517544305534
0.175,6.47275080666356
0.1755,6.43465019186726
0.176,6.3973900803587
0.1765,6.35933272485948
0.177,6.32802061043509
0.1775,6.29064974076777
0.178,6.25176022049019
0.1785,6.22173047685621
0.179,6.18886105071029
0.1795,6.15595039638122
0.18,6.12810138501865
0.1805,6.09983936428656
0.181,6.07308625324066
0.1815,6.04259508808127
0.182,6.01661838957622
0.1825,5.99438567191631
0.183,5.97067356876514
0.1835,5.94612860270238
0.184,5.92298799367921
0.1845,5.90123408210071
0.185,5.8796031583708
0.1855,5.8593527344057
0.186,5.83915847549085
0.1865,5.82046498828281
0.187,5.80178294016902
0.1875,5.78446333373793
0.188,5.76713961644805
0.1885,5.74983598789511
0.189,5.73277308805247
0.1895,5.71701040587695
0.19,5.70256095072047
0.1905,5.68814559941871
0.191,5.67369472312511
0.1915,5.65935664390312
0.192,5.64377510886387
0.1925,5.62950912602847
0.193,5.61531332906305
0.1935,5.6011168850727
0.194,5.58695900473309
0.1945,5.57283512909893
0.195,5.55874791197794
0.1955,5.54469210390321
0.196,5.53192532611064
0.1965,5.51794455271028
0.197,5.50401309041498
0.1975,5.49008986857956
0.198,5.47621291275152
0.1985,5.46363709005978
0.199,5.44982731577835
0.1995,5.43604926715106
0.2,5.42855145753904
